DATE,Season,TMP,DEW,HUMIDITY,Hour Number,Weekday,Month,Public Holiday,Wind Speed,Rainfall/Snowfall
2024-01-01 00:00:00,1,15,-12.21,14,0,1,1,1,4.1,0.0
2024-01-01 01:00:00,1,11,-11.75,19,1,1,1,1,0.0,0.0
2024-01-01 02:00:00,1,13,-12.25,16,2,1,1,1,1.5,0.0
2024-01-01 03:00:00,1,13,-12.21,16,3,1,1,1,1.5,0.0
2024-01-01 04:00:00,1,8,-9.45,27,4,1,1,1,2.1,0.0
2024-01-01 05:00:00,1,6,-11.15,28,5,1,1,1,3.6,0.0
2024-01-01 06:00:00,1,6,-11.11,28,6,1,1,1,3.6,0.0
2024-01-01 07:00:00,1,6,-11.15,29,7,1,1,1,0.0,0.0
2024-01-01 08:00:00,1,3,-11.15,35,8,1,1,1,2.6,0.0
2024-01-01 09:00:00,1,3,-11.11,35,9,1,1,1,2.6,0.0
2024-01-01 10:00:00,1,1,-12.25,37,10,1,1,1,1.5,0.0
2024-01-01 11:00:00,1,1,-12.25,37,11,1,1,1,0.0,0.0
2024-01-01 12:00:00,1,1,-12.21,38,12,1,1,1,2.1,0.0
2024-01-01 13:00:00,1,-1,-12.25,43,13,1,1,1,3.6,0.0
2024-01-01 14:00:00,1,1,-11.15,41,14,1,1,1,3.1,0.0
2024-01-01 15:00:00,1,1,-11.11,41,15,1,1,1,3.1,0.0
2024-01-01 16:00:00,1,8,-8.95,29,16,1,1,1,0.0,0.0
2024-01-01 17:00:00,1,11,-10.65,21,17,1,1,1,1.5,0.0
2024-01-01 18:00:00,1,11,-10.61,21,18,1,1,1,2.1,0.0
2024-01-01 19:00:00,1,16,-10.65,15,19,1,1,1,0.0,0.0
2024-01-01 20:00:00,1,17,-11.75,13,20,1,1,1,1.5,0.0
2024-01-01 21:00:00,1,17,-11.71,13,21,1,1,1,2.1,0.0
2024-01-01 22:00:00,1,16,-11.75,14,22,1,1,1,3.1,0.0
2024-01-01 23:00:00,1,15,-11.15,15,23,1,1,1,3.1,0.0
2024-01-02 00:00:00,1,15,-11.11,15,0,2,1,0,3.6,0.0
2024-01-02 01:00:00,1,12,-10.05,20,1,2,1,0,4.6,0.0
2024-01-02 02:00:00,1,10,-9.45,24,2,2,1,0,3.1,0.0
2024-01-02 03:00:00,1,10,-9.41,24,3,2,1,0,5.1,0.0
2024-01-02 04:00:00,1,9,-8.35,29,4,2,1,0,0.0,0.0
2024-01-02 05:00:00,1,8,-7.85,31,5,2,1,0,3.1,0.0
2024-01-02 06:00:00,1,8,-7.81,31,6,2,1,0,4.6,0.0
2024-01-02 07:00:00,1,9,-7.25,31,7,2,1,0,8.2,0.0
2024-01-02 08:00:00,1,8,-6.75,34,8,2,1,0,6.7,0.0
2024-01-02 09:00:00,1,8,-6.709999999999999,34,9,2,1,0,6.7,0.0
2024-01-02 10:00:00,1,9,-8.35,29,10,2,1,0,4.1,0.0
2024-01-02 11:00:00,1,9,-8.35,28,11,2,1,0,0.0,0.0
2024-01-02 12:00:00,1,9,-8.309999999999999,28,12,2,1,0,4.6,0.0
2024-01-02 13:00:00,1,8,0.65,60,13,2,1,0,4.6,0.0
2024-01-02 14:00:00,1,8,0.65,58,14,2,1,0,0.0,0.0
2024-01-02 15:00:00,1,8,0.61,58,15,2,1,0,0.0,0.0
2024-01-02 16:00:00,1,9,0.65,54,16,2,1,0,3.6,0.0
2024-01-02 17:00:00,1,11,0.65,48,17,2,1,0,5.1,0.0
2024-01-02 18:00:00,1,11,0.61,48,18,2,1,0,5.1,0.0
2024-01-02 19:00:00,1,13,0.65,43,19,2,1,0,1.5,0.0
2024-01-02 20:00:00,1,14,0.65,40,20,2,1,0,2.1,0.0
2024-01-02 21:00:00,1,14,0.61,40,21,2,1,0,2.1,0.0
2024-01-02 22:00:00,1,15,-1.75,31,22,2,1,0,3.1,0.0
2024-01-02 23:00:00,1,14,-1.75,33,23,2,1,0,3.6,0.0
2024-01-03 00:00:00,1,14,-1.7100000000000002,33,0,3,1,0,3.6,0.0
2024-01-03 01:00:00,1,11,-1.75,41,1,3,1,0,2.1,0.0
2024-01-03 02:00:00,1,11,-0.65,44,2,3,1,0,2.6,0.0
2024-01-03 03:00:00,1,11,-0.61,44,3,3,1,0,4.6,0.0
2024-01-03 04:00:00,1,11,-0.65,44,4,3,1,0,1.5,0.0
2024-01-03 05:00:00,1,6,-1.75,59,5,3,1,0,2.1,0.0
2024-01-03 06:00:00,1,6,-1.7100000000000002,59,6,3,1,0,3.1,0.0
2024-01-03 07:00:00,1,3,-1.75,69,7,3,1,0,2.6,0.0
2024-01-03 08:00:00,1,4,-1.15,69,8,3,1,0,2.6,0.0
2024-01-03 09:00:00,1,4,-1.11,70,9,3,1,0,2.6,0.0
2024-01-03 10:00:00,1,3,-1.75,72,10,3,1,0,0.0,0.0
2024-01-03 11:00:00,1,2,-1.15,78,11,3,1,0,0.0,0.0
2024-01-03 12:00:00,1,2,-1.11,79,12,3,1,0,1.5,0.0
2024-01-03 13:00:00,1,1,-2.85,75,13,3,1,0,2.1,0.0
2024-01-03 14:00:00,1,1,-2.85,75,14,3,1,0,0.0,0.0
2024-01-03 15:00:00,1,1,-2.81,75,15,3,1,0,0.0,0.0
2024-01-03 16:00:00,1,7,-0.65,57,16,3,1,0,0.0,0.0
2024-01-03 17:00:00,1,9,0.05,52,17,3,1,0,0.0,0.0
2024-01-03 18:00:00,1,9,0.01,52,18,3,1,0,2.6,0.0
2024-01-03 19:00:00,1,13,0.65,42,19,3,1,0,3.6,0.0
2024-01-03 20:00:00,1,14,0.05,37,20,3,1,0,2.6,0.0
2024-01-03 21:00:00,1,14,0.01,37,21,3,1,0,2.6,0.0
2024-01-03 22:00:00,1,16,-2.25,29,22,3,1,0,4.1,0.0
2024-01-03 23:00:00,1,14,-2.25,32,23,3,1,0,3.6,0.0
2024-01-04 00:00:00,1,14,-2.21,32,0,4,1,0,3.6,0.0
2024-01-04 01:00:00,1,10,-2.25,42,1,4,1,0,3.1,0.0
2024-01-04 02:00:00,1,9,-2.85,43,2,4,1,0,3.1,0.0
2024-01-04 03:00:00,1,9,-2.81,44,3,4,1,0,3.1,0.0
2024-01-04 04:00:00,1,8,-3.35,45,4,4,1,0,0.0,0.0
2024-01-04 05:00:00,1,8,-3.95,42,5,4,1,0,1.5,0.0
2024-01-04 06:00:00,1,8,-3.91,42,6,4,1,0,1.5,0.0
2024-01-04 07:00:00,1,8,-3.35,44,7,4,1,0,2.1,0.0
2024-01-04 08:00:00,1,8,-3.35,45,8,4,1,0,1.5,0.0
2024-01-04 09:00:00,1,8,-3.31,45,9,4,1,0,1.5,0.0
2024-01-04 10:00:00,1,7,-3.95,45,10,4,1,0,0.0,0.0
2024-01-04 11:00:00,1,7,-3.35,47,11,4,1,0,2.1,0.0
2024-01-04 12:00:00,1,7,-3.31,47,12,4,1,0,2.1,0.0
2024-01-04 13:00:00,1,9,-2.85,42,13,4,1,0,5.7,0.0
2024-01-04 14:00:00,1,9,-2.85,42,14,4,1,0,13.4,0.0
2024-01-04 15:00:00,1,6,-1.11,60,15,4,1,0,14.9,0.0
2024-01-04 16:00:00,1,7,-1.75,53,16,4,1,0,5.1,0.0
2024-01-04 17:00:00,1,8,-2.85,45,17,4,1,0,7.7,0.0
2024-01-04 18:00:00,1,8,-2.81,45,18,4,1,0,7.7,0.0
2024-01-04 19:00:00,1,8,-2.85,45,19,4,1,0,7.2,0.0
2024-01-04 20:00:00,1,9,-4.45,37,20,4,1,0,9.8,0.0
2024-01-04 21:00:00,1,9,-4.41,37,21,4,1,0,11.8,0.0
2024-01-04 22:00:00,1,9,-6.15,33,22,4,1,0,12.4,0.0
2024-01-04 23:00:00,1,9,-6.15,33,23,4,1,0,6.7,0.0
2024-01-05 00:00:00,1,9,-6.11,33,0,5,1,0,6.7,0.0
2024-01-05 01:00:00,1,8,-3.35,45,1,5,1,0,3.1,0.0
2024-01-05 02:00:00,1,7,-3.95,45,2,5,1,0,4.1,0.0
2024-01-05 03:00:00,1,7,-3.91,45,3,5,1,0,4.6,0.0
2024-01-05 04:00:00,1,7,-5.65,39,4,5,1,0,2.6,0.0
2024-01-05 05:00:00,1,7,-6.15,38,5,5,1,0,7.7,0.0
2024-01-05 06:00:00,1,7,-6.11,38,6,5,1,0,9.8,0.0
2024-01-05 07:00:00,1,6,-4.45,47,7,5,1,0,10.8,0.0
2024-01-05 08:00:00,1,6,-3.95,48,8,5,1,0,0.0,0.0
2024-01-05 09:00:00,1,6,-3.91,49,9,5,1,0,5.7,0.0
2024-01-05 10:00:00,1,4,-3.35,59,10,5,1,0,1.5,0.0
2024-01-05 11:00:00,1,4,-3.35,59,11,5,1,0,0.0,0.0
2024-01-05 12:00:00,1,4,-3.31,59,12,5,1,0,7.7,0.0
2024-01-05 13:00:00,1,3,-3.35,61,13,5,1,0,4.1,0.0
2024-01-05 14:00:00,1,4,-3.35,59,14,5,1,0,4.1,0.0
2024-01-05 15:00:00,1,4,-3.31,59,15,5,1,0,6.7,0.0
2024-01-05 16:00:00,1,7,-2.85,49,16,5,1,0,9.3,0.0
2024-01-05 17:00:00,1,9,-3.35,42,17,5,1,0,7.2,0.0
2024-01-05 18:00:00,1,9,-3.31,42,18,5,1,0,7.2,0.0
2024-01-05 19:00:00,1,11,-4.45,33,19,5,1,0,4.6,0.0
2024-01-05 20:00:00,1,12,-3.95,32,20,5,1,0,4.6,0.0
2024-01-05 21:00:00,1,12,-3.91,32,21,5,1,0,4.6,0.0
2024-01-05 22:00:00,1,12,-5.65,29,22,5,1,0,4.6,0.0
2024-01-05 23:00:00,1,11,-5.65,31,23,5,1,0,6.2,0.0
2024-01-06 00:00:00,1,11,-5.61,32,0,6,1,0,6.2,0.0
2024-01-06 01:00:00,1,9,-3.95,39,1,6,1,0,7.7,0.0
2024-01-06 02:00:00,1,9,-3.95,40,2,6,1,0,3.6,0.0
2024-01-06 03:00:00,1,9,-3.91,40,3,6,1,0,5.7,0.0
2024-01-06 04:00:00,1,9,-5.05,37,4,6,1,0,3.6,0.0
2024-01-06 05:00:00,1,8,-3.95,42,5,6,1,0,4.1,0.0
2024-01-06 06:00:00,1,8,-3.91,42,6,6,1,0,6.2,0.0
2024-01-06 07:00:00,1,8,-4.45,41,7,6,1,0,2.6,0.0
2024-01-06 08:00:00,1,7,-5.05,41,8,6,1,0,4.6,0.0
2024-01-06 09:00:00,1,7,-5.01,42,9,6,1,0,4.6,0.0
2024-01-06 10:00:00,1,7,-3.95,46,10,6,1,0,1.5,0.0
2024-01-06 11:00:00,1,7,-3.95,46,11,6,1,0,1.5,0.0
2024-01-06 12:00:00,1,7,-3.91,47,12,6,1,0,8.2,0.0
2024-01-06 13:00:00,1,6,-3.35,52,13,6,1,0,5.1,0.0
2024-01-06 14:00:00,1,6,-3.35,52,14,6,1,0,4.1,0.0
2024-01-06 15:00:00,1,6,-3.31,53,15,6,1,0,7.2,0.0
2024-01-06 16:00:00,1,8,-5.05,40,16,6,1,0,5.7,0.0
2024-01-06 17:00:00,1,9,-7.25,30,17,6,1,0,5.1,0.0
2024-01-06 18:00:00,1,9,-7.209999999999999,30,18,6,1,0,5.1,0.0
2024-01-06 19:00:00,1,12,-8.95,23,19,6,1,0,4.1,0.0
2024-01-06 20:00:00,1,12,-10.65,20,20,6,1,0,5.1,0.0
2024-01-06 21:00:00,1,12,-10.61,20,21,6,1,0,5.1,0.0
2024-01-06 22:00:00,1,12,-11.75,18,22,6,1,0,4.1,0.0
2024-01-06 23:00:00,1,11,-11.75,19,23,6,1,0,3.6,0.0
2024-01-07 00:00:00,1,11,-11.71,19,0,7,1,0,3.6,0.0
2024-01-07 01:00:00,1,8,-11.75,23,1,7,1,0,3.6,0.0
2024-01-07 02:00:00,1,7,-11.75,24,2,7,1,0,1.5,0.0
2024-01-07 03:00:00,1,7,-11.71,25,3,7,1,0,2.6,0.0
2024-01-07 04:00:00,1,6,-10.05,30,4,7,1,0,4.6,0.0
2024-01-07 05:00:00,1,5,-10.65,31,5,7,1,0,3.1,0.0
2024-01-07 06:00:00,1,5,-10.61,31,6,7,1,0,3.1,0.0
2024-01-07 07:00:00,1,2,-10.65,38,7,7,1,0,3.6,0.0
2024-01-07 08:00:00,1,2,-10.65,38,8,7,1,0,3.1,0.0
2024-01-07 09:00:00,1,2,-10.61,38,9,7,1,0,4.6,0.0
2024-01-07 10:00:00,1,1,-10.65,41,10,7,1,0,1.5,0.0
2024-01-07 11:00:00,1,1,-10.65,43,11,7,1,0,4.1,0.0
2024-01-07 12:00:00,1,1,-10.61,43,12,7,1,0,4.1,0.0
2024-01-07 13:00:00,1,-1,-11.15,45,13,7,1,0,1.5,0.0
2024-01-07 14:00:00,1,1,-10.65,41,14,7,1,0,3.1,0.0
2024-01-07 15:00:00,1,1,-10.61,41,15,7,1,0,4.6,0.0
2024-01-07 16:00:00,1,5,-10.65,31,16,7,1,0,5.1,0.0
2024-01-07 17:00:00,1,7,-10.65,27,17,7,1,0,4.1,0.0
2024-01-07 18:00:00,1,7,-10.61,27,18,7,1,0,4.1,0.0
2024-01-07 19:00:00,1,13,-13.35,14,19,7,1,0,4.6,0.0
2024-01-07 20:00:00,1,17,-19.45,7,20,7,1,0,5.7,0.0
2024-01-07 21:00:00,1,17,-19.41,7,21,7,1,0,6.7,0.0
2024-01-07 22:00:00,1,17,-24.45,4,22,7,1,0,9.3,0.0
2024-01-07 23:00:00,1,17,-26.15,4,23,7,1,0,11.3,0.0
2024-01-08 00:00:00,1,17,-25.01,4,0,1,1,0,12.9,0.0
2024-01-08 01:00:00,1,15,-21.75,6,1,1,1,0,15.4,0.0
2024-01-08 02:00:00,1,14,-20.65,7,2,1,1,0,14.9,0.0
2024-01-08 03:00:00,1,14,-20.61,8,3,1,1,0,14.9,0.0
2024-01-08 04:00:00,1,4,-3.95,54,4,1,1,0,10.8,0.0
2024-01-08 05:00:00,1,3,-3.35,61,5,1,1,0,12.9,0.0
2024-01-08 06:00:00,1,3,-3.31,62,6,1,1,0,12.9,0.0
2024-01-08 07:00:00,1,3,-6.75,48,7,1,1,0,11.3,0.0
2024-01-08 08:00:00,1,2,-6.75,51,8,1,1,0,11.3,0.0
2024-01-08 09:00:00,1,2,-6.709999999999999,52,9,1,1,0,11.3,0.3
2024-01-08 10:00:00,1,2,-8.35,47,10,1,1,0,9.3,0.0
2024-01-08 11:00:00,1,2,-10.65,39,11,1,1,0,14.4,0.0
2024-01-08 12:00:00,1,2,-10.61,40,12,1,1,0,16.0,0.0
2024-01-08 13:00:00,1,1,-10.65,43,13,1,1,0,16.0,0.0
2024-01-08 14:00:00,1,1,-11.15,39,14,1,1,0,15.4,0.0
2024-01-08 15:00:00,1,1,-11.11,40,15,1,1,0,15.4,0.0
2024-01-08 16:00:00,1,3,-10.65,36,16,1,1,0,18.5,0.0
2024-01-08 17:00:00,1,4,-11.05,32,17,1,1,0,21.6,0.0
2024-01-08 18:00:00,1,4,-11.11,32,18,1,1,0,21.6,0.0
2024-01-08 19:00:00,1,5,-11.15,30,19,1,1,0,18.0,0.0
2024-01-08 20:00:00,1,6,-10.65,30,20,1,1,0,10.8,0.0
2024-01-08 21:00:00,1,6,-10.61,30,21,1,1,0,12.4,0.0
2024-01-08 22:00:00,1,6,-10.05,31,22,1,1,0,10.8,0.0
2024-01-08 23:00:00,1,6,-9.45,33,23,1,1,0,5.7,0.0
2024-01-09 00:00:00,1,6,-9.41,33,0,2,1,0,8.2,0.0
2024-01-09 01:00:00,1,4,-9.45,36,1,2,1,0,6.7,0.0
2024-01-09 02:00:00,1,4,-9.45,37,2,2,1,0,8.8,0.0
2024-01-09 03:00:00,1,4,-9.41,37,3,2,1,0,8.8,0.0
2024-01-09 04:00:00,1,3,-8.95,42,4,2,1,0,5.1,0.0
2024-01-09 05:00:00,1,2,-9.45,42,5,2,1,0,4.1,0.0
2024-01-09 06:00:00,1,2,-9.41,42,6,2,1,0,5.1,0.0
2024-01-09 07:00:00,1,2,-12.25,35,7,2,1,0,3.1,0.0
2024-01-09 08:00:00,1,1,-12.25,36,8,2,1,0,2.6,0.0
2024-01-09 09:00:00,1,1,-12.21,36,9,2,1,0,2.6,0.0
2024-01-09 10:00:00,1,-2,-10.05,55,10,2,1,0,0.0,0.0
2024-01-09 11:00:00,1,-3,-10.05,58,11,2,1,0,2.6,0.0
2024-01-09 12:00:00,1,-3,-10.01,58,12,2,1,0,2.6,0.0
2024-01-09 13:00:00,1,-5,-11.15,62,13,2,1,0,1.5,0.0
2024-01-09 14:00:00,1,-3,-10.05,60,14,2,1,0,2.1,0.0
2024-01-09 15:00:00,1,-3,-10.01,60,15,2,1,0,2.1,0.0
2024-01-09 16:00:00,1,4,-11.15,32,16,2,1,0,2.6,0.0
2024-01-09 17:00:00,1,6,-12.85,25,17,2,1,0,3.6,0.0
2024-01-09 18:00:00,1,6,-12.81,25,18,2,1,0,6.7,0.0
2024-01-09 19:00:00,1,7,-14.45,20,19,2,1,0,5.7,0.0
2024-01-09 20:00:00,1,9,-15.05,17,20,2,1,0,5.7,0.0
2024-01-09 21:00:00,1,9,-15.01,17,21,2,1,0,5.7,0.0
2024-01-09 22:00:00,1,9,-15.05,16,22,2,1,0,3.6,0.0
2024-01-09 23:00:00,1,9,-15.65,16,23,2,1,0,2.1,0.0
2024-01-10 00:00:00,1,9,-15.61,16,0,3,1,0,2.6,0.0
2024-01-10 01:00:00,1,7,-15.65,18,1,3,1,0,1.5,0.0
2024-01-10 02:00:00,1,4,-15.65,22,2,3,1,0,3.1,0.0
2024-01-10 03:00:00,1,4,-15.61,23,3,3,1,0,3.6,0.0
2024-01-10 04:00:00,1,6,-13.95,23,4,3,1,0,0.0,0.0
2024-01-10 05:00:00,1,7,-13.95,21,5,3,1,0,5.1,0.0
2024-01-10 06:00:00,1,7,-13.91,21,6,3,1,0,5.1,0.0
2024-01-10 07:00:00,1,7,-12.85,23,7,3,1,0,4.1,0.0
2024-01-10 08:00:00,1,6,-12.25,25,8,3,1,0,3.6,0.0
2024-01-10 09:00:00,1,6,-12.21,26,9,3,1,0,3.6,0.0
2024-01-10 10:00:00,1,2,-12.85,32,10,3,1,0,3.1,0.0
2024-01-10 11:00:00,1,5,-12.25,27,11,3,1,0,3.6,0.0
2024-01-10 12:00:00,1,5,-12.21,28,12,3,1,0,3.6,0.0
2024-01-10 13:00:00,1,3,-12.25,31,13,3,1,0,5.7,0.0
2024-01-10 14:00:00,1,4,-12.25,30,14,3,1,0,8.8,0.0
2024-01-10 15:00:00,1,4,-12.21,30,15,3,1,0,8.8,0.0
2024-01-10 16:00:00,1,8,-12.25,22,16,3,1,0,6.7,0.0
2024-01-10 17:00:00,1,10,-12.25,19,17,3,1,0,6.2,0.0
2024-01-10 18:00:00,1,10,-12.21,20,18,3,1,0,6.2,0.0
2024-01-10 19:00:00,1,13,-11.75,17,19,3,1,0,5.1,0.0
2024-01-10 20:00:00,1,14,-11.15,16,20,3,1,0,6.2,0.0
2024-01-10 21:00:00,1,14,-11.11,16,21,3,1,0,6.2,0.0
2024-01-10 22:00:00,1,16,-11.15,15,22,3,1,0,2.6,0.0
2024-01-10 23:00:00,1,16,-11.15,15,23,3,1,0,3.1,0.0
2024-01-11 00:00:00,1,16,-11.11,15,0,4,1,0,3.1,0.0
2024-01-11 01:00:00,1,9,-11.15,22,1,4,1,0,2.6,0.0
2024-01-11 02:00:00,1,11,-9.45,23,2,4,1,0,3.1,0.0
2024-01-11 03:00:00,1,11,-9.41,23,3,4,1,0,3.6,0.0
2024-01-11 04:00:00,1,9,-8.95,26,4,4,1,0,5.7,0.0
2024-01-11 05:00:00,1,8,-8.35,30,5,4,1,0,3.6,0.0
2024-01-11 06:00:00,1,8,-8.309999999999999,30,6,4,1,0,3.6,0.0
2024-01-11 07:00:00,1,10,-5.65,33,7,4,1,0,7.7,0.0
2024-01-11 08:00:00,1,10,-6.75,30,8,4,1,0,9.3,0.0
2024-01-11 09:00:00,1,10,-6.709999999999999,30,9,4,1,0,9.3,0.0
2024-01-11 10:00:00,1,9,-6.15,33,10,4,1,0,11.3,0.0
2024-01-11 11:00:00,1,10,-4.45,36,11,4,1,0,16.0,0.0
2024-01-11 12:00:00,1,10,-4.41,36,12,4,1,0,16.0,0.0
2024-01-11 13:00:00,1,9,-3.95,39,13,4,1,0,12.9,0.0
2024-01-11 14:00:00,1,10,-5.05,34,14,4,1,0,13.9,0.0
2024-01-11 15:00:00,1,10,-5.01,34,15,4,1,0,13.9,0.0
2024-01-11 16:00:00,1,13,-3.95,31,16,4,1,0,12.4,0.0
2024-01-11 17:00:00,1,13,-4.45,29,17,4,1,0,17.0,0.0
2024-01-11 18:00:00,1,14,-5.61,25,18,4,1,0,14.9,0.0
2024-01-11 19:00:00,1,16,-7.25,20,19,4,1,0,14.4,0.0
2024-01-11 20:00:00,1,16,-7.85,19,20,4,1,0,19.0,0.0
2024-01-11 21:00:00,1,16,-7.81,19,21,4,1,0,19.0,0.0
2024-01-11 22:00:00,1,12,-4.45,31,22,4,1,0,11.3,0.0
2024-01-11 23:00:00,1,10,-0.65,47,23,4,1,0,14.9,0.0
2024-01-12 00:00:00,1,7,1.7100000000000002,68,0,5,1,0,13.4,0.0
2024-01-12 01:00:00,1,7,-2.85,50,1,5,1,0,18.0,0.0
2024-01-12 02:00:00,1,6,-5.65,43,2,5,1,0,12.9,0.0
2024-01-12 03:00:00,1,6,-5.61,43,3,5,1,0,13.9,0.0
2024-01-12 04:00:00,1,4,-6.75,44,4,5,1,0,15.4,0.0
2024-01-12 05:00:00,1,4,-6.75,46,5,5,1,0,11.3,0.0
2024-01-12 06:00:00,1,4,-6.709999999999999,46,6,5,1,0,11.3,0.5
2024-01-12 07:00:00,1,3,-8.35,44,7,5,1,0,5.7,0.0
2024-01-12 08:00:00,1,3,-10.05,38,8,5,1,0,7.7,0.0
2024-01-12 09:00:00,1,3,-10.01,38,9,5,1,0,13.4,0.0
2024-01-12 10:00:00,1,3,-10.05,37,10,5,1,0,16.5,0.0
2024-01-12 11:00:00,1,3,-9.45,39,11,5,1,0,16.0,0.0
2024-01-12 12:00:00,1,3,-9.41,39,12,5,1,0,16.0,0.5
2024-01-12 13:00:00,1,4,-10.65,34,13,5,1,0,11.3,0.0
2024-01-12 14:00:00,1,4,-12.25,29,14,5,1,0,6.7,0.0
2024-01-12 15:00:00,1,4,-12.21,29,15,5,1,0,9.8,0.0
2024-01-12 16:00:00,1,7,-13.35,22,16,5,1,0,9.3,0.0
2024-01-12 17:00:00,1,7,-12.25,24,17,5,1,0,8.2,0.0
2024-01-12 18:00:00,1,7,-12.21,24,18,5,1,0,8.2,0.0
2024-01-12 19:00:00,1,11,-15.05,15,19,5,1,0,4.6,0.0
2024-01-12 20:00:00,1,11,-17.25,12,20,5,1,0,6.7,0.0
2024-01-12 21:00:00,1,11,-17.21,12,21,5,1,0,6.7,0.0
2024-01-12 22:00:00,1,12,-17.85,11,22,5,1,0,14.4,0.0
2024-01-12 23:00:00,1,11,-15.65,14,23,5,1,0,12.4,0.0
2024-01-13 00:00:00,1,11,-15.61,14,0,6,1,0,12.4,0.0
2024-01-13 01:00:00,1,9,-14.45,17,1,6,1,0,3.1,0.0
2024-01-13 02:00:00,1,9,-14.45,18,2,6,1,0,1.5,0.0
2024-01-13 03:00:00,1,9,-14.41,18,3,6,1,0,3.1,0.0
2024-01-13 04:00:00,1,7,-13.95,21,4,6,1,0,4.6,0.0
2024-01-13 05:00:00,1,9,-15.05,17,5,6,1,0,12.9,0.0
2024-01-13 06:00:00,1,9,-15.61,16,6,6,1,0,12.9,0.0
2024-01-13 07:00:00,1,9,-14.45,18,7,6,1,0,4.1,0.0
2024-01-13 08:00:00,1,9,-13.95,18,8,6,1,0,9.3,0.0
2024-01-13 09:00:00,1,9,-13.91,18,9,6,1,0,9.3,0.0
2024-01-13 10:00:00,1,3,-12.85,30,10,6,1,0,3.6,0.0
2024-01-13 11:00:00,1,2,-12.85,32,11,6,1,0,1.5,0.0
2024-01-13 12:00:00,1,2,-12.81,32,12,6,1,0,2.1,0.0
2024-01-13 13:00:00,1,1,-12.85,36,13,6,1,0,3.6,0.0
2024-01-13 14:00:00,1,3,-12.25,31,14,6,1,0,3.6,0.0
2024-01-13 15:00:00,1,3,-12.21,31,15,6,1,0,7.2,0.0
2024-01-13 16:00:00,1,11,-12.25,19,16,6,1,0,8.2,0.0
2024-01-13 17:00:00,1,12,-13.35,16,17,6,1,0,15.4,0.0
2024-01-13 18:00:00,1,12,-13.31,16,18,6,1,0,15.4,0.0
2024-01-13 19:00:00,1,16,-13.95,11,19,6,1,0,17.5,0.0
2024-01-13 20:00:00,1,17,-14.45,11,20,6,1,0,11.3,0.0
2024-01-13 21:00:00,1,17,-14.41,11,21,6,1,0,11.3,0.0
2024-01-13 22:00:00,1,17,-15.05,10,22,6,1,0,7.2,0.0
2024-01-13 23:00:00,1,16,-16.15,9,23,6,1,0,5.1,0.0
2024-01-14 00:00:00,1,16,-16.11,10,0,7,1,0,5.1,0.0
2024-01-14 01:00:00,1,14,-13.95,13,1,7,1,0,4.1,0.0
2024-01-14 02:00:00,1,13,-12.25,16,2,7,1,0,5.7,0.0
2024-01-14 03:00:00,1,13,-12.21,16,3,7,1,0,6.7,0.0
2024-01-14 04:00:00,1,13,-8.95,20,4,7,1,0,6.7,0.0
2024-01-14 05:00:00,1,13,-8.35,22,5,7,1,0,4.1,0.0
2024-01-14 06:00:00,1,13,-8.309999999999999,22,6,7,1,0,4.6,0.0
2024-01-14 07:00:00,1,9,-10.65,24,7,7,1,0,5.1,0.0
2024-01-14 08:00:00,1,8,-10.05,26,8,7,1,0,5.7,0.0
2024-01-14 09:00:00,1,8,-10.01,26,9,7,1,0,5.7,0.0
2024-01-14 10:00:00,1,8,-10.05,26,10,7,1,0,3.6,0.0
2024-01-14 11:00:00,1,7,-10.05,28,11,7,1,0,4.6,0.0
2024-01-14 12:00:00,1,7,-10.01,28,12,7,1,0,4.6,0.0
2024-01-14 13:00:00,1,7,-11.15,26,13,7,1,0,3.6,0.0
2024-01-14 14:00:00,1,8,-11.75,24,14,7,1,0,5.1,0.0
2024-01-14 15:00:00,1,8,-11.71,24,15,7,1,0,5.1,0.0
2024-01-14 16:00:00,1,12,-11.75,18,16,7,1,0,4.1,0.0
2024-01-14 17:00:00,1,14,-11.75,16,17,7,1,0,3.1,0.0
2024-01-14 18:00:00,1,14,-11.71,16,18,7,1,0,5.7,0.0
2024-01-14 19:00:00,1,17,-10.05,15,19,7,1,0,3.6,0.0
2024-01-14 20:00:00,1,19,-8.95,14,20,7,1,0,9.3,0.0
2024-01-14 21:00:00,1,19,-8.91,14,21,7,1,0,9.3,0.0
2024-01-14 22:00:00,1,19,-8.35,14,22,7,1,0,8.2,0.0
2024-01-14 23:00:00,1,19,-7.85,15,23,7,1,0,8.2,0.0
2024-01-15 00:00:00,1,19,-7.81,16,0,1,1,1,8.8,0.0
2024-01-15 01:00:00,1,16,-6.75,20,1,1,1,1,5.1,0.0
2024-01-15 02:00:00,1,15,-5.65,23,2,1,1,1,5.1,0.0
2024-01-15 03:00:00,1,15,-5.61,24,3,1,1,1,5.7,0.0
2024-01-15 04:00:00,1,16,-5.05,24,4,1,1,1,7.2,0.0
2024-01-15 05:00:00,1,15,-5.05,25,5,1,1,1,7.2,0.0
2024-01-15 06:00:00,1,15,-5.01,25,6,1,1,1,8.8,0.0
2024-01-15 07:00:00,1,14,-4.45,28,7,1,1,1,5.1,0.0
2024-01-15 08:00:00,1,12,-4.45,31,8,1,1,1,2.1,0.0
2024-01-15 09:00:00,1,12,-4.41,31,9,1,1,1,4.1,0.0
2024-01-15 10:00:00,1,11,-4.45,33,10,1,1,1,3.1,0.0
